编号,游戏名称,中文名,中文名_clean,GBA.ZH
GBA#2535,"Simpsons, The - Road Rage (USA, Europe)",辛普森疯狂大道赛车 （美版 欧版）,辛普森疯狂大道赛车,
GBA#2536,"Sims 2, The (USA, Europe) (En,Fr,De,Es,It,Nl)","模拟人生2 （美版 欧版） (En,Fr,De,Es,It,Nl)",模拟人生2,
GBA#2537,"Sims 2, The - Pets (Europe) (En,Fr,De,Es,It,Nl)","模拟人生2-宠物 （欧版） (En,Fr,De,Es,It,Nl)",模拟人生2-宠物,
GBA#2538,"Sims 2, The - Pets (USA, Europe)",模拟人生2-宠物 （美版 欧版）,模拟人生2-宠物,
GBA#2539,"Sims, The (Japan)",模拟人生-纯属意外 （日版）,模拟人生-纯属意外,
GBA#2540,"Sims, The - Bustin' Out (USA) (En,Fr,De,Es,It,Nl) (Rev 1)","模拟人生-纯属意外 （美版） (En,Fr,De,Es,It,Nl) （修正版 1）",模拟人生-纯属意外,
GBA#2541,"Sims, The - Bustin' Out (USA, Europe) (En,Fr,De,Es,It,Nl)","模拟人生-纯属意外 （美版 欧版） (En,Fr,De,Es,It,Nl)",模拟人生-纯属意外,
GBA#2542,Sister Princess - RePure (Japan),妹妹公主 （日版）,妹妹公主,
GBA#2543,Sitafei De Chuanshuo (China) (Proto),传说的斯塔非 （中国版） （工程版）,传说的斯塔非,
GBA#2544,Sitafei De Chuanshuo 2 (China) (Proto),传说的斯塔非2 （中国版） （工程版）,传说的斯塔非2,
GBA#2545,"Sitting Ducks (Europe) (En,Fr,De,Es,It,Nl)","坐坐鸭 （欧版） (En,Fr,De,Es,It,Nl)",坐坐鸭,
GBA#2546,"Sitting Ducks (USA) (En,Fr,De,Es,It,Nl)","坐坐鸭 （美版） (En,Fr,De,Es,It,Nl)",坐坐鸭,
GBA#2547,SK8 - Tony Hawk's Pro Skater 2 (Japan),托尼·霍克职业溜冰板2 （日版）,托尼·霍克职业溜冰板2,
GBA#2548,"Sky Dancers - They Magically Fly! (Europe) (En,Fr,De,Es,It)","空中之舞-魔法飞翔! （欧版） (En,Fr,De,Es,It)",空中之舞-魔法飞翔!,
GBA#2549,Sky Dancers - They Magically Fly! (USA),空中之舞-魔法飞翔! （美版）,空中之舞-魔法飞翔!,
GBA#2550,Slime Morimori Dragon Quest - Shougeki no Shippo Dan (Japan),勇者斗恶龙之元气史莱姆-冲击的尾巴团 （日版）,勇者斗恶龙之元气史莱姆-冲击的尾巴团,
GBA#2551,Slot! Pro 2 Advance - GoGo Juggler & New Tairyou (Japan),专业柏青嫂游戏2-走开骗子 （日版）,专业柏青嫂游戏2-走开骗子,
GBA#2552,Slot! Pro Advance - Takarabune & Ooedo Sakurafubuki 2 (Japan),专业柏青嫂游戏-宝船&大江户樱吹雪2 （日版）,专业柏青嫂游戏-宝船&大江户樱吹雪2,
GBA#2553,"Smashing Drive (Europe) (En,Fr,De,Es,It)","疯狂车驾驶员 （欧版） (En,Fr,De,Es,It)",疯狂车驾驶员,
GBA#2554,Smashing Drive (USA),疯狂车驾驶员 （美版）,疯狂车驾驶员,
GBA#2555,"Smuggler's Run (Europe) (En,Fr,De,Es,It)","逃跑走私犯车 （欧版） (En,Fr,De,Es,It)",逃跑走私犯车,
GBA#2556,Smuggler's Run (USA),逃跑走私犯车 （美版）,逃跑走私犯车,
GBA#2557,SN Systems (Europe),SN系统 （欧版）,SN系统,
GBA#2558,Snap Kid's (Japan),摄影小子 （日版）,摄影小子,
GBA#2559,"Snood (Europe) (En,Fr,De,Es,It)","怪投射波 （欧版） (En,Fr,De,Es,It)",怪投射波,
GBA#2560,Snood (USA),怪投射波 （美版）,怪投射波,
GBA#2561,"Snood 2 - On Vacation (Europe) (En,Fr,De,Es,It)","史奴德2-假期 （欧版） (En,Fr,De,Es,It)",史奴德2-假期,
GBA#2562,Snood 2 - On Vacation (USA),史奴德2-假期 （美版）,史奴德2-假期,
GBA#2563,"Soccer Kid (USA, Europe)",足球小子 （美版 欧版）,足球小子,
GBA#2564,"Sonic Advance (Europe) (En,Ja,Fr,De,Es)","索尼克大冒险 （欧版） (En,Ja,Fr,De,Es)",索尼克大冒险,
GBA#2565,"Sonic Advance (Japan) (En,Ja)","索尼克大冒险 （日版） (En,Ja)",索尼克大冒险,
GBA#2566,"Sonic Advance (Japan) (En,Ja) (Rev 1)","索尼克大冒险 （日版） (En,Ja) （修正版 1）",索尼克大冒险,
GBA#2567,"Sonic Advance (USA) (En,Ja)","索尼克大冒险 （美版） (En,Ja)",索尼克大冒险,
GBA#2568,"Sonic Advance 2 (Europe) (En,Ja,Fr,De,Es,It)","索尼克2 （欧版） (En,Ja,Fr,De,Es,It)",索尼克2,
GBA#2569,"Sonic Advance 2 (Japan) (En,Ja,Fr,De,Es,It)","索尼克2 （日版） (En,Ja,Fr,De,Es,It)",索尼克2,
GBA#2570,"Sonic Advance 2 (USA) (En,Ja,Fr,De,Es,It)","索尼克2 （美版） (En,Ja,Fr,De,Es,It)",索尼克2,
GBA#2571,"Sonic Advance 3 (Europe) (En,Ja,Fr,De,Es,It)","索尼克3 （欧版） (En,Ja,Fr,De,Es,It)",索尼克3,
GBA#2572,"Sonic Advance 3 (Europe) (En,Ja,Fr,De,Es,It) (Beta)","索尼克3 （欧版） (En,Ja,Fr,De,Es,It) （测试版）",索尼克3,
GBA#2573,"Sonic Advance 3 (Japan) (En,Ja,Fr,De,Es,It)","索尼克3 （日版） (En,Ja,Fr,De,Es,It)",索尼克3,
GBA#2574,"Sonic Advance 3 (USA) (En,Ja,Fr,De,Es,It)","索尼克3 （美版） (En,Ja,Fr,De,Es,It)",索尼克3,
GBA#2575,"Sonic Battle (Europe) (En,Ja,Fr,De,Es,It)","索尼克战斗 （欧版） (En,Ja,Fr,De,Es,It)",索尼克战斗,
GBA#2576,"Sonic Battle (Japan) (En,Ja)","索尼克战斗 （日版） (En,Ja)",索尼克战斗,
GBA#2577,"Sonic Battle (USA) (En,Ja,Fr,De,Es,It)","索尼克战斗 （美版） (En,Ja,Fr,De,Es,It)",索尼克战斗,
GBA#2578,"Sonic Pinball Party (Europe) (En,Ja,Fr,De,Es,It)","索尼克弹珠派对 （欧版） (En,Ja,Fr,De,Es,It)",索尼克弹珠派对,
GBA#2579,"Sonic Pinball Party (Japan) (En,Ja,Fr,De,Es,It)","索尼克弹珠派对 （日版） (En,Ja,Fr,De,Es,It)",索尼克弹珠派对,
GBA#2580,"Sonic Pinball Party (USA) (En,Ja,Fr,De,Es,It)","索尼克弹珠派对 （美版） (En,Ja,Fr,De,Es,It)",索尼克弹珠派对,
GBA#2581,Sonic The Hedgehog - Genesis (USA),索尼克和小尾巴 （美版）,索尼克和小尾巴,
GBA#2582,"Sound of Thunder, A (Europe) (En,Fr,De,Es,It)","雷霆之音 （欧版） (En,Fr,De,Es,It)",雷霆之音,
GBA#2583,"Sound of Thunder, A (USA) (En,Fr,De,Es,It)","雷霆之音 （美版） (En,Fr,De,Es,It)",雷霆之音,
GBA#2584,Space Channel 5 - Ulala's Cosmic Attack (Europe),太空频道5-舞啦啦之炫耀攻击 （欧版）,太空频道5-舞啦啦之炫耀攻击,
GBA#2585,Space Channel 5 - Ulala's Cosmic Attack (USA),太空频道5-舞啦啦之炫耀攻击 （美版）,太空频道5-舞啦啦之炫耀攻击,
GBA#2586,Space Hexcite - Maetel Legend EX (Japan),宇宙战舰EX （日版）,宇宙战舰EX,
GBA#2587,Space Invaders (France),太空侵略者 （法国版）,太空侵略者,
GBA#2588,"Space Invaders (USA, Europe)",太空侵略者 （美版 欧版）,太空侵略者,
GBA#2589,Space Invaders EX (Japan) (En),太空入侵者EX （日版） (En),太空入侵者EX,
GBA#2590,"Speedball 2 - Brutal Deluxe (Europe) (En,Fr,De,Es,It)","速度橄榄球2 （欧版） (En,Fr,De,Es,It)",速度橄榄球2,
GBA#2591,Spider-Man (France),蜘蛛人-电影版 （法国版）,蜘蛛人-电影版,
GBA#2592,Spider-Man (Germany),蜘蛛人-电影版 （德国版）,蜘蛛人-电影版,
GBA#2593,"Spider-Man (USA, Europe)",蜘蛛人-电影版 （美版 欧版）,蜘蛛人-电影版,
GBA#2594,"Spider-Man - Battle for New York (Europe) (En,Fr,De,Es,It)","蜘蛛侠-纽约之战 （欧版） (En,Fr,De,Es,It)",蜘蛛侠-纽约之战,
GBA#2595,Spider-Man - Battle for New York (USA),蜘蛛侠-纽约之战 （美版）,蜘蛛侠-纽约之战,
GBA#2596,Spider-Man - Mysterio no Kyoui (Japan),蜘蛛人-未知的威胁 （日版）,蜘蛛人-未知的威胁,
GBA#2597,"Spider-Man - Mysterio's Menace (USA, Europe)",蜘蛛人-未知的威胁 （美版 欧版）,蜘蛛人-未知的威胁,
GBA#2598,"Spider-Man 2 (Europe) (En,Fr,De,Es)","蜘蛛侠2 （欧版） (En,Fr,De,Es)",蜘蛛侠2,
GBA#2599,Spider-Man 2 (Italy),蜘蛛侠2 （意大利版）,蜘蛛侠2,
GBA#2600,"Spider-Man 2 (USA, Europe)",蜘蛛侠2 （美版 欧版）,蜘蛛侠2,
GBA#2601,Spider-Man 3 (Europe),蜘蛛侠3 （欧版）,蜘蛛侠3,
GBA#2602,Spider-Man 3 (France),蜘蛛侠3 （法国版）,蜘蛛侠3,
GBA#2603,Spider-Man 3 (Germany),蜘蛛侠3 （德国版）,蜘蛛侠3,
GBA#2604,Spider-Man 3 (Italy),蜘蛛侠3 （意大利版）,蜘蛛侠3,
GBA#2605,Spider-Man 3 (Spain),蜘蛛侠3 （西班牙版）,蜘蛛侠3,
GBA#2606,Spider-Man 3 (USA),蜘蛛侠3 （美版）,蜘蛛侠3,
GBA#2607,Spirit - Der Wilde Mustang - Auf der Suche nach Homeland (Germany),小马王 （德国版）,小马王,
GBA#2608,Spirit - Der Wilde Mustang - Auf der Suche nach Homeland (Germany) (Beta),小马王 （德国版） （测试版）,小马王,
GBA#2609,Spirit - L'Etalon des Plaines - A la Recherche de la Terre Natale (France),小马王 （法国版）,小马王,
GBA#2610,Spirit - Stallion of the Cimarron - Search for Homeland (Europe),小马王 （欧版）,小马王,
GBA#2611,Spirit - Stallion of the Cimarron - Search for Homeland (USA),小马王 （美版）,小马王,
GBA#2612,Spirits & Spells (USA),幽灵与符咒 （美版）,幽灵与符咒,
GBA#2613,"SpongeBob and Friends - Attack of the Toybots (Europe) (En,De)","尼克通海绵方块和朋友们-玩具机器人来袭 （欧版） (En,De)",尼克通海绵方块和朋友们-玩具机器人来袭,
GBA#2614,"SpongeBob SquarePants - Battle for Bikini Bottom (Europe) (En,Fr,De)","鲍勃斯邦奇-比基尼岛的冒险 （欧版） (En,Fr,De)",鲍勃斯邦奇-比基尼岛的冒险,
GBA#2615,SpongeBob SquarePants - Battle for Bikini Bottom (USA),鲍勃斯邦奇-比基尼岛的冒险 （美版）,鲍勃斯邦奇-比基尼岛的冒险,
GBA#2616,"SpongeBob SquarePants - Creature from the Krusty Krab (Europe) (En,Fr,De,Es,It,Nl,Sv,Da)","海棉宝宝-来自Krusty Krab的生物 （欧版） (En,Fr,De,Es,It,Nl,Sv,Da)",海棉宝宝-来自Krusty Krab的生物,
GBA#2617,SpongeBob SquarePants - Creature from the Krusty Krab (USA),海棉宝宝-来自Krusty Krab的生物 （美版）,海棉宝宝-来自Krusty Krab的生物,
GBA#2618,"SpongeBob SquarePants - Lights, Camera, Pants! (Europe) (En,Fr,De,Es,It,Nl,Sv)","海绵方块! （欧版） (En,Fr,De,Es,It,Nl,Sv)",海绵方块!,
GBA#2619,"SpongeBob SquarePants - Lights, Camera, Pants! (USA)",海绵方块! （美版）,海绵方块!,
GBA#2620,SpongeBob SquarePants - Revenge of the Flying Dutchman (USA) (Beta),超级海绵笨伯-荷兰鬼魂的复仇 （美版） （测试版）,超级海绵笨伯-荷兰鬼魂的复仇,
GBA#2621,"SpongeBob SquarePants - Revenge of the Flying Dutchman (USA, Europe)",超级海绵笨伯-荷兰鬼魂的复仇 （美版 欧版）,超级海绵笨伯-荷兰鬼魂的复仇,
GBA#2622,"SpongeBob SquarePants - SuperSponge (USA, Europe)",超级海绵-笨伯 （美版 欧版）,超级海绵-笨伯,
GBA#2623,"SpongeBob SquarePants - SuperSponge (USA, Europe) (Beta) (2000-11-28)",超级海绵-笨伯 （美版 欧版） （测试版） (2000-11-28),超级海绵-笨伯,
GBA#2624,"SpongeBob SquarePants - SuperSponge (USA, Europe) (Beta) (2001-01-08) (05-16)",超级海绵-笨伯 （美版 欧版） （测试版） (2001-01-08) (05-16),超级海绵-笨伯,
GBA#2625,"SpongeBob SquarePants - SuperSponge (USA, Europe) (Beta) (2001-01-08) (07-47)",超级海绵-笨伯 （美版 欧版） （测试版） (2001-01-08) (07-47),超级海绵-笨伯,
GBA#2626,"SpongeBob SquarePants - SuperSponge (USA, Europe) (Beta) (2001-02-05)",超级海绵-笨伯 （美版 欧版） （测试版） (2001-02-05),超级海绵-笨伯,
GBA#2627,"SpongeBob SquarePants - SuperSponge (USA, Europe) (Beta) (2001-02-15)",超级海绵-笨伯 （美版 欧版） （测试版） (2001-02-15),超级海绵-笨伯,
GBA#2628,"SpongeBob SquarePants - SuperSponge (USA, Europe) (Beta) (2001-02-23)",超级海绵-笨伯 （美版 欧版） （测试版） (2001-02-23),超级海绵-笨伯,
GBA#2629,"SpongeBob SquarePants - SuperSponge (USA, Europe) (Beta) (2001-02-26)",超级海绵-笨伯 （美版 欧版） （测试版） (2001-02-26),超级海绵-笨伯,
GBA#2630,"SpongeBob SquarePants - SuperSponge (USA, Europe) (Beta) (2001-03-01)",超级海绵-笨伯 （美版 欧版） （测试版） (2001-03-01),超级海绵-笨伯,
GBA#2631,"SpongeBob SquarePants - SuperSponge (USA, Europe) (Beta) (2001-03-12)",超级海绵-笨伯 （美版 欧版） （测试版） (2001-03-12),超级海绵-笨伯,
GBA#2632,"SpongeBob SquarePants - SuperSponge (USA, Europe) (Beta) (2001-03-14)",超级海绵-笨伯 （美版 欧版） （测试版） (2001-03-14),超级海绵-笨伯,
GBA#2633,"SpongeBob SquarePants - SuperSponge (USA, Europe) (Beta) (2001-06-06) (11-34)",超级海绵-笨伯 （美版 欧版） （测试版） (2001-06-06) (11-34),超级海绵-笨伯,
GBA#2634,"SpongeBob SquarePants - SuperSponge (USA, Europe) (Beta) (2001-06-06) (11-39)",超级海绵-笨伯 （美版 欧版） （测试版） (2001-06-06) (11-39),超级海绵-笨伯,
GBA#2635,"SpongeBob SquarePants - SuperSponge (USA, Europe) (Beta) (2001-07-31)",超级海绵-笨伯 （美版 欧版） （测试版） (2001-07-31),超级海绵-笨伯,
GBA#2636,"SpongeBob SquarePants and Friends - Battle for Volcano Island (Europe) (En,Fr,De,Es,It,Nl)","海绵方块和朋友们-火山岛之战 （欧版） (En,Fr,De,Es,It,Nl)",海绵方块和朋友们-火山岛之战,
GBA#2637,"SpongeBob SquarePants and Friends in Freeze Frame Frenzy (Europe) (En,Fr,De,Es,Nl)","GBA电影-超级海绵电影版 （欧版） (En,Fr,De,Es,Nl)",GBA电影-超级海绵电影版,
GBA#2638,"SpongeBob SquarePants and Friends Unite! (Europe) (En,Fr,De,Es,It)","海绵方块和他的朋友们! （欧版） (En,Fr,De,Es,It)",海绵方块和他的朋友们!,
GBA#2639,"SpongeBob SquarePants Movie, The (Europe) (En,Fr,De,Es,It,Nl)","超级海绵电影版 （欧版） (En,Fr,De,Es,It,Nl)",超级海绵电影版,
GBA#2640,"SpongeBob SquarePants Movie, The (USA)",超级海绵电影版 （美版）,超级海绵电影版,
GBA#2641,"SpongeBob SquarePants Movie, The (USA) (Beta 1)",超级海绵电影版 （美版） （测试版 1）,超级海绵电影版,
GBA#2642,"SpongeBob SquarePants Movie, The (USA) (Beta 2)",超级海绵电影版 （美版） （测试版 2）,超级海绵电影版,
GBA#2643,SpongeBob's Atlantis SquarePantis (USA),超级海绵笨伯-亚特兰蒂斯 （美版）,超级海绵笨伯-亚特兰蒂斯,
GBA#2644,Sports Illustrated for Kids - Baseball (USA),儿童运动画刊-棒球 （美版）,儿童运动画刊-棒球,
GBA#2645,Sports Illustrated for Kids - Football (USA),儿童运动画刊-足球 （美版）,儿童运动画刊-足球,
GBA#2646,Sportsmans Pack 2 in 1 - Cabela's Big Game Hunter + Rapala Pro Fishing (USA),游戏2合1-运动游戏合集 （美版）,游戏2合1-运动游戏合集,
GBA#2647,"Spy Hunter (Europe) (En,Ja,Fr,De,Es)","间谍猎手车 （欧版） (En,Ja,Fr,De,Es)",间谍猎手车,
GBA#2648,"Spy Hunter (USA) (En,Ja,Fr,De,Es)","间谍猎手车 （美版） (En,Ja,Fr,De,Es)",间谍猎手车,
GBA#2649,Spy Kids 3-D - Game Over (Europe),非常间谍小子3D （欧版）,非常间谍小子3D,
GBA#2650,Spy Kids 3-D - Game Over (USA),非常间谍小子3D （美版）,非常间谍小子3D,
GBA#2651,Spy Kids Challenger (USA),间谍小子挑战者 （美版）,间谍小子挑战者,
GBA#2652,"Spy Muppets - License to Croak (USA) (En,Fr,De,Es,It,Nl)","木偶间谍-特遣青蛙 （美版） (En,Fr,De,Es,It,Nl)",木偶间谍-特遣青蛙,
GBA#2653,Spyro - Attack of the Rhynocs (USA),小龙斯派罗-瑞诺西斯的攻击 （美版）,小龙斯派罗-瑞诺西斯的攻击,
GBA#2654,"Spyro - Season of Ice (Europe) (En,Fr,De,Es,It)","小龙斯派罗-冰冻的季节 （欧版） (En,Fr,De,Es,It)",小龙斯派罗-冰冻的季节,
GBA#2655,Spyro - Season of Ice (USA),小龙斯派罗-冰冻的季节 （美版）,小龙斯派罗-冰冻的季节,
GBA#2656,"Spyro 2 - Season of Flame (Europe) (En,Fr,De,Es,It)","小龙斯派罗2-火焰的季节 （欧版） (En,Fr,De,Es,It)",小龙斯派罗2-火焰的季节,
GBA#2657,"Spyro 2 - Season of Flame (Europe) (En,Fr,De,Es,It) (Beta)","小龙斯派罗2-火焰的季节 （欧版） (En,Fr,De,Es,It) （测试版）",小龙斯派罗2-火焰的季节,
GBA#2658,Spyro 2 - Season of Flame (USA),小龙斯派罗2-火焰的季节 （美版）,小龙斯派罗2-火焰的季节,
GBA#2659,Spyro Advance (Japan),小龙斯派罗-冰冻的季节 （日版）,小龙斯派罗-冰冻的季节,
GBA#2660,Spyro Advance - Wakuwaku Tomodachi Daisakusen! (Japan),小龙斯派罗-友情大作战! （日版）,小龙斯派罗-友情大作战!,
GBA#2661,"Spyro Adventure (Europe) (En,Fr,De,Es,It,Nl)","小龙斯派罗-瑞诺西斯的攻击 （欧版） (En,Fr,De,Es,It,Nl)",小龙斯派罗-瑞诺西斯的攻击,
GBA#2662,"Spyro Fusion (Europe) (En,Fr,De,Es,It)","宝贝龙-阴谋的本质与橙色古惑狼 （欧版） (En,Fr,De,Es,It)",宝贝龙-阴谋的本质与橙色古惑狼,
GBA#2663,Spyro Orange - The Cortex Conspiracy (USA),宝贝龙-阴谋的本质与橙色古惑狼 （美版）,宝贝龙-阴谋的本质与橙色古惑狼,
GBA#2664,Spyro Orange - The Cortex Conspiracy (USA) (Rev 1),宝贝龙-阴谋的本质与橙色古惑狼 （美版） （修正版 1）,宝贝龙-阴谋的本质与橙色古惑狼,
GBA#2665,Spyro Superpack - Spyro - Season of Ice + Spyro 2 - Season of Flame (USA),2合1-小龙史派罗1+2 （美版）,2合1-小龙史派罗1+2,
GBA#2666,"SSX 3 (USA, Europe)",疾风滑雪板3 （美版 欧版）,疾风滑雪板3,
GBA#2667,"SSX Tricky (USA, Europe) (En,Fr,De)","疾风滑雪板 （美版 欧版） (En,Fr,De)",疾风滑雪板,
GBA#2668,Stadium Games (Europe),田径运动会 （欧版）,田径运动会,
GBA#2669,Stadium Games (USA),田径运动会 （美版）,田径运动会,
GBA#2670,"Star Wars - Episode II - Attack of the Clones (Europe) (En,Fr,De,Es,It)","星球大战前传II-克隆人的攻击 （欧版） (En,Fr,De,Es,It)",星球大战前传II-克隆人的攻击,
GBA#2671,Star Wars - Episode II - Attack of the Clones (USA),星球大战前传II-克隆人的攻击 （美版）,星球大战前传II-克隆人的攻击,
GBA#2672,"Star Wars - Episode III - Revenge of the Sith (Europe) (En,Fr,De,Es,It,Nl)","星球大战3-西斯的复仇 （欧版） (En,Fr,De,Es,It,Nl)",星球大战3-西斯的复仇,
GBA#2673,"Star Wars - Episode III - Revenge of the Sith (USA) (En,Fr,Es)","星球大战3-西斯的复仇 （美版） (En,Fr,Es)",星球大战3-西斯的复仇,
GBA#2674,"Star Wars - Flight of the Falcon (Europe) (En,Fr,De)","星球大战-猎鹰飞行队 （欧版） (En,Fr,De)",星球大战-猎鹰飞行队,
GBA#2675,Star Wars - Flight of the Falcon (USA),星球大战-猎鹰飞行队 （美版）,星球大战-猎鹰飞行队,
GBA#2676,"Star Wars - Jedi Power Battles (Europe) (En,Fr,De,Es)","星际大战首部曲-绝地武士 （欧版） (En,Fr,De,Es)",星际大战首部曲-绝地武士,
GBA#2677,Star Wars - Jedi Power Battles (USA),星际大战首部曲-绝地武士 （美版）,星际大战首部曲-绝地武士,
GBA#2678,"Star Wars - The New Droid Army (Europe) (En,Fr,De,Es)","星球大战前传-新帝国军队 （欧版） (En,Fr,De,Es)",星球大战前传-新帝国军队,
GBA#2679,Star Wars - The New Droid Army (USA),星球大战前传-新帝国军队 （美版）,星球大战前传-新帝国军队,
GBA#2680,"Star Wars Trilogy - Apprentice of the Force (Europe) (En,Fr,De,Es,It,Nl)","星球大战三部曲-学徒的原力 （欧版） (En,Fr,De,Es,It,Nl)",星球大战三部曲-学徒的原力,
GBA#2681,"Star Wars Trilogy - Apprentice of the Force (USA) (En,Fr,Es)","星球大战三部曲-学徒的原力 （美版） (En,Fr,Es)",星球大战三部曲-学徒的原力,
GBA#2682,"Star X (Europe) (En,Fr,De,Es,It,Nl)","行星战机X （欧版） (En,Fr,De,Es,It,Nl)",行星战机X,
GBA#2683,"Star X (USA) (En,Fr,De,Es,It,Nl)","行星战机X （美版） (En,Fr,De,Es,It,Nl)",行星战机X,
GBA#2684,"Starsky & Hutch (Europe) (En,Fr,De,Es,It)","一路狂飙之极速双雄 （欧版） (En,Fr,De,Es,It)",一路狂飙之极速双雄,
GBA#2685,Starsky & Hutch (USA),一路狂飙之极速双雄 （美版）,一路狂飙之极速双雄,
GBA#2686,Starsky & Hutch (USA) (Beta),一路狂飙之极速双雄 （美版） （测试版）,一路狂飙之极速双雄,
GBA#2687,Steel Empire (Europe),钢铁帝国 （欧版）,钢铁帝国,
GBA#2688,"Steven Gerrard's Total Soccer 2002 (Europe) (En,Fr,De,Es,It,Nl)","史蒂文·甲尔德足球2002 （欧版） (En,Fr,De,Es,It,Nl)",史蒂文·甲尔德足球2002,
GBA#2689,"Strawberry Shortcake - Ice Cream Island - Riding Camp (Europe) (En,Fr,De,Es,It,Nl,Pt,Da)","蛋糕上的草莓-冰淇淋小岛 （欧版） (En,Fr,De,Es,It,Nl,Pt,Da)",蛋糕上的草莓-冰淇淋小岛,
GBA#2690,"Strawberry Shortcake - Ice Cream Island - Riding Camp (Europe) (En,Fr,De,Es,It,Nl,Pt,Da) (Rev 1)","蛋糕上的草莓-冰淇淋小岛 （欧版） (En,Fr,De,Es,It,Nl,Pt,Da) （修正版 1）",蛋糕上的草莓-冰淇淋小岛,
GBA#2691,Strawberry Shortcake - Summertime Adventure (USA),草莓娃娃-夏季历险 （美版）,草莓娃娃-夏季历险,
GBA#2692,Strawberry Shortcake - Summertime Adventure - Special Edition (USA),草莓娃娃-夏日历险特别版 （美版）,草莓娃娃-夏日历险特别版,
GBA#2693,Strawberry Shortcake - Sweet Dreams (USA),草莓蛋糕美梦 （美版）,草莓蛋糕美梦,
GBA#2694,Street Fighter Alpha 3 (Europe),少年街霸A3 （欧版）,少年街霸A3,
GBA#2695,Street Fighter Alpha 3 (USA),少年街霸A3 （美版）,少年街霸A3,
GBA#2696,Street Fighter Zero 3 Upper (Japan),少年街霸3 （日版）,少年街霸3,
GBA#2697,"Street Jam Basketball (USA, Europe)",街头篮球 （美版 欧版）,街头篮球,
GBA#2698,"Street Racing Syndicate (Europe) (En,Fr,De,Es,It)","街头赛车联盟 （欧版） (En,Fr,De,Es,It)",街头赛车联盟,
GBA#2699,Street Racing Syndicate (USA),街头赛车联盟 （美版）,街头赛车联盟,
GBA#2700,Strike Force Hydra (Europe),决战九头蛇 （欧版）,决战九头蛇,
GBA#2701,Strike Force Hydra (USA),决战九头蛇 （美版）,决战九头蛇,
GBA#2702,Stuart Little 2 (France),一家之鼠2 （法国版）,一家之鼠2,
GBA#2703,"Stuart Little 2 (USA, Europe)",一家之鼠2 （美版 欧版）,一家之鼠2,
GBA#2704,"Stuntman (Europe) (En,Fr,De,Es,It)","特技人车 （欧版） (En,Fr,De,Es,It)",特技人车,
GBA#2705,"Stuntman (USA) (En,Fr,Es)","特技人车 （美版） (En,Fr,Es)",特技人车,
GBA#2706,Sugar Sugar Rune - Heart Ga Ippai! Moegi Gakuen (Japan),双心之诗 （日版）,双心之诗,
GBA#2707,"Suite Life of Zack & Cody, The - Tipton Caper (USA) (En,Fr)","小查&寇弟的顶级生活 （美版） (En,Fr)",小查&寇弟的顶级生活,
GBA#2708,"Sum of All Fears, The (Europe) (En,Fr,De,Es,It)","恐惧的总和 （欧版） (En,Fr,De,Es,It)",恐惧的总和,
GBA#2709,"Sum of All Fears, The (USA) (En,Fr,De,Es,It)","恐惧的总和 （美版） (En,Fr,De,Es,It)",恐惧的总和,
GBA#2710,Summon Night - Craft Sword Monogatari (Japan),召唤之夜-铸剑物语 （日版）,召唤之夜-铸剑物语,
GBA#2711,Summon Night - Craft Sword Monogatari - Hajimari no Ishi (Japan),召唤之夜-铸剑物语-起源之石 （日版）,召唤之夜-铸剑物语-起源之石,
GBA#2712,Summon Night - Craft Sword Monogatari 2 (Japan),召唤之夜-铸剑物语2 （日版）,召唤之夜-铸剑物语2,
GBA#2713,Summon Night - Swordcraft Story (USA),召唤之夜-铸剑物语 （美版）,召唤之夜-铸剑物语,
GBA#2714,Summon Night - Swordcraft Story 2 (USA),召唤之夜-铸剑物语2 （美版）,召唤之夜-铸剑物语2,
GBA#2715,Super Army War (USA),超级陆战争 （美版）,超级陆战争,
GBA#2716,Super Black Bass Advance (Europe),超级黑巴斯钓鱼 （欧版）,超级黑巴斯钓鱼,
GBA#2717,Super Black Bass Advance (Japan),超级黑巴斯钓鱼 （日版）,超级黑巴斯钓鱼,
GBA#2718,"Super Bubble Pop (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv)","超级立体泡泡 （欧版） (En,Fr,De,Es,It,Nl,Pt,Sv)",超级立体泡泡,
GBA#2719,Super Bubble Pop (USA),超级立体泡泡 （美版）,超级立体泡泡,
GBA#2720,"Super Bust-A-Move (Europe) (En,Fr,De,Es,It)","超级泡泡龙 （欧版） (En,Fr,De,Es,It)",超级泡泡龙,
GBA#2721,"Super Bust-A-Move (USA) (En,Fr,Es)","超级泡泡龙 （美版） (En,Fr,Es)",超级泡泡龙,
GBA#2722,"Super Chinese 1, 2 Advance (Japan)",超级中国人1+2 （日版）,超级中国人1+2,
GBA#2723,Super Collapse! II (USA),超级坍塌方块2 （美版）,超级坍塌方块2,
GBA#2724,Super Dodge Ball Advance (Europe),超级躲避球A （欧版）,超级躲避球A,
GBA#2725,Super Dodge Ball Advance (USA),超级躲避球A （美版）,超级躲避球A,
GBA#2726,Super Dodge Ball Advance (USA) (Beta),超级躲避球A （美版） （测试版）,超级躲避球A,
GBA#2727,Super Dodge Ball Advance (USA) (Rev 1),超级躲避球A （美版） （修正版 1）,超级躲避球A,
GBA#2728,Super Donkey Kong (Japan),超级大金刚1 （日版）,超级大金刚1,
