编号,游戏名称,中文名,中文名_clean,GBA.ZH
GBA#1564,"LEGO Bionicle (Europe) (En,Fr,De,Es,It,Nl,Sv,Da)","乐高荒岛冒险 （欧版） (En,Fr,De,Es,It,Nl,Sv,Da)",乐高荒岛冒险,
GBA#1565,"LEGO Bionicle (USA) (En,Fr)","乐高荒岛冒险 （美版） (En,Fr)",乐高荒岛冒险,
GBA#1566,"LEGO Island 2 - The Brickster's Revenge (Europe) (En,Fr,De,Es,It,Nl,Sv,Da)","乐高积木岛2 （欧版） (En,Fr,De,Es,It,Nl,Sv,Da)",乐高积木岛2,
GBA#1567,"LEGO Island 2 - The Brickster's Revenge (USA) (En,Fr)","乐高积木岛2 （美版） (En,Fr)",乐高积木岛2,
GBA#1568,LEGO Racers 2 (Europe) (Beta),乐高赛车手2 （欧版） （测试版）,乐高赛车手2,
GBA#1569,"LEGO Racers 2 (Europe) (En,Fr,De,Es,It,Nl,Sv,Da)","乐高赛车手2 （欧版） (En,Fr,De,Es,It,Nl,Sv,Da)",乐高赛车手2,
GBA#1570,"LEGO Racers 2 (USA) (En,Fr)","乐高赛车手2 （美版） (En,Fr)",乐高赛车手2,
GBA#1571,"LEGO Soccer Mania (USA, Europe) (En,Fr,De,Es,It,Nl,Sv,Da)","乐高疯狂足球 （美版 欧版） (En,Fr,De,Es,It,Nl,Sv,Da)",乐高疯狂足球,
GBA#1572,LEGO Star Wars - The Video Game (Japan),乐高星球大战 （日版）,乐高星球大战,
GBA#1573,"LEGO Star Wars - The Video Game (USA, Europe) (En,Fr,De,Es,It,Nl,Da)","乐高星球大战 （美版 欧版） (En,Fr,De,Es,It,Nl,Da)",乐高星球大战,
GBA#1574,"LEGO Star Wars II - The Original Trilogy (Europe) (En,Fr,De,Es,It,Da)","乐高星球大战 （欧版） (En,Fr,De,Es,It,Da)",乐高星球大战,
GBA#1575,LEGO Star Wars II - The Original Trilogy (USA),乐高星球大战 （美版）,乐高星球大战,
GBA#1576,Lemony Snicket - Raetselhafte Ereignisse (Germany),雷蒙·斯尼奇的不幸历险 （德国版）,雷蒙·斯尼奇的不幸历险,
GBA#1577,Lemony Snicket - Una Serie di Sfortunati Eventi (Italy),雷蒙·斯尼奇的不幸历险 （意大利版）,雷蒙·斯尼奇的不幸历险,
GBA#1578,"Lemony Snicket's A Series of Unfortunate Events (Europe) (Fr,Es)","雷蒙·斯尼奇的不幸历险 （欧版） (Fr,Es)",雷蒙·斯尼奇的不幸历险,
GBA#1579,"Lemony Snicket's A Series of Unfortunate Events (USA, Europe)",雷蒙·斯尼奇的不幸历险 （美版 欧版）,雷蒙·斯尼奇的不幸历险,
GBA#1580,Let's Ride! - Dreamer (USA),马场生活 （美版）,马场生活,
GBA#1581,Let's Ride! - Friends Forever (USA),一起去骑马-永远的朋友 （美版）,一起去骑马-永远的朋友,
GBA#1582,Let's Ride! - Sunshine Stables (USA),阳光小马棚 （美版）,阳光小马棚,
GBA#1583,Licca-chan no Oshare Nikki (Japan),莉卡的时尚化妆日记 （日版）,莉卡的时尚化妆日记,
GBA#1584,Lilliput Oukoku - Lillimoni to Issho Puni! (Japan),小人国游记 （日版）,小人国游记,
GBA#1585,"Lilo & Stitch (Europe) (En,Fr,De,Es,It,Nl)","迪斯尼星际宝贝1 （欧版） (En,Fr,De,Es,It,Nl)",迪斯尼星际宝贝1,
GBA#1586,"Lilo & Stitch (Europe) (En,Fr,De,Es,It,Nl) (Rev 1)","迪斯尼星际宝贝1 （欧版） (En,Fr,De,Es,It,Nl) （修正版 1）",迪斯尼星际宝贝1,
GBA#1587,Lilo & Stitch (Japan),迪斯尼星际宝贝1 （日版）,迪斯尼星际宝贝1,
GBA#1588,Lilo & Stitch (USA),迪斯尼星际宝贝1 （美版）,迪斯尼星际宝贝1,
GBA#1589,"Lilo & Stitch 2 (Europe) (En,Fr,De,Es)","迪斯尼星际宝贝2 （欧版） (En,Fr,De,Es)",迪斯尼星际宝贝2,
GBA#1590,Lilo & Stitch 2 - Haemsterviel Havoc (USA),迪斯尼星际宝贝2 （美版）,迪斯尼星际宝贝2,
GBA#1591,"Lion King 1 1-2, The (USA)",迪斯尼狮子王1.5 （美版）,迪斯尼狮子王1.5,
GBA#1592,"Lion King, The (Europe) (En,Fr,De,Es,It,Nl,Sv,Da)","迪斯尼狮子王 （欧版） (En,Fr,De,Es,It,Nl,Sv,Da)",迪斯尼狮子王,
GBA#1593,Little Buster Q (Japan),小小克星巨人 （日版）,小小克星巨人,
GBA#1594,Little Einsteins (USA),小爱因斯坦 （美版）,小爱因斯坦,
GBA#1595,"Little League Baseball 2002 (USA) (En,Es)","小型棒球联赛2002 （美版） (En,Es)",小型棒球联赛2002,
GBA#1596,"Little Mermaid, The - Magic in Two Kingdoms (USA, Europe) (En,Fr,De,Es,It)","小美人鱼 （美版 欧版） (En,Fr,De,Es,It)",小美人鱼,
GBA#1597,Little Patissier - Cake no Oshiro (Japan),小西点-蛋糕之城 （日版）,小西点-蛋糕之城,
GBA#1598,"Lizzie McGuire (Europe) (En,Fr,De,Es)","平民天后 （欧版） (En,Fr,De,Es)",平民天后,
GBA#1599,Lizzie McGuire - On the Go! (USA),平民天后! （美版）,平民天后!,
GBA#1600,"Lizzie McGuire 2 - Lizzie Diaries (USA) (En,Fr)","平民天后2 （美版） (En,Fr)",平民天后2,
GBA#1601,Lizzie McGuire 3 - Homecoming Havoc (USA),平民天后3-浩劫归来 （美版）,平民天后3-浩劫归来,
GBA#1602,Lode Runner (Japan),淘金人 （日版）,淘金人,
GBA#1603,"Looney Tunes - Back in Action (USA, Europe) (En,Fr,De,Es,It)","华纳明星总动员 （美版 欧版） (En,Fr,De,Es,It)",华纳明星总动员,
GBA#1604,Looney Tunes Double Pack (Europe),乐一通游戏合集 （欧版）,乐一通游戏合集,
GBA#1605,Looney Tunes Double Pack (USA),乐一通游戏合集 （美版）,乐一通游戏合集,
GBA#1606,"Lord of the Rings, The - Futatsu no Tou (Japan)",指环王-双塔 （日版）,指环王-双塔,
GBA#1607,"Lord of the Rings, The - Nakatsukuni Daisanki (Japan)",指环王-第三纪 （日版）,指环王-第三纪,
GBA#1608,"Lord of the Rings, The - Ou no Kikan (Japan)",指环王-王者归来 （日版）,指环王-王者归来,
GBA#1609,"Lord of the Rings, The - The Fellowship of the Ring (Europe) (En,Fr,De,Es,It)","指环王-魔戒现身 （欧版） (En,Fr,De,Es,It)",指环王-魔戒现身,
GBA#1610,"Lord of the Rings, The - The Fellowship of the Ring (USA)",指环王-魔戒现身 （美版）,指环王-魔戒现身,
GBA#1611,"Lord of the Rings, The - The Fellowship of the Ring (USA) (Rev 1)",指环王-魔戒现身 （美版） （修正版 1）,指环王-魔戒现身,
GBA#1612,"Lord of the Rings, The - The Return of the King (USA, Europe) (En,Fr,De,Es,It)","指环王-王者归临 （美版 欧版） (En,Fr,De,Es,It)",指环王-王者归临,
GBA#1613,"Lord of the Rings, The - The Third Age (USA, Europe) (En,Fr,De,Es,It)","指环王-第三纪 （美版 欧版） (En,Fr,De,Es,It)",指环王-第三纪,
GBA#1614,"Lord of the Rings, The - The Two Towers (USA, Europe) (En,Fr,De,Es,It,Nl)","指环王-双塔 （美版 欧版） (En,Fr,De,Es,It,Nl)",指环王-双塔,
GBA#1615,"Lost Vikings, The (Europe) (En,Fr,De,Es)","失落的维京人 （欧版） (En,Fr,De,Es)",失落的维京人,
GBA#1616,"Lost Vikings, The (USA)",失落的维京人 （美版）,失落的维京人,
GBA#1617,Love Hina Advance - Shukufuku no Kane wa Naru Kana (Japan),纯情房东俏房客-祝福之钟声 （日版）,纯情房东俏房客-祝福之钟声,
GBA#1618,Lu-Hai-Kong Dazhan (China) (Proto),陆海空大战 （中国版） （工程版）,陆海空大战,
GBA#1619,"Lucky Luke - Wanted! (Europe) (En,Fr,De,Es,It,Nl)","幸运枪手路克-通缉犯 （欧版） (En,Fr,De,Es,It,Nl)",幸运枪手路克-通缉犯,
GBA#1620,Lufia - The Ruins of Lore (USA),沉默的遗迹-四狂神战记外传 （美版）,沉默的遗迹-四狂神战记外传,
GBA#1621,Lunar Legend (Japan),银河之星-露娜传奇 （日版）,银河之星-露娜传奇,
GBA#1622,Lunar Legend (USA),银河之星-露娜传奇 （美版）,银河之星-露娜传奇,
GBA#1623,M&M's - Blast! (USA),M&M's巧克力旋风 （美版）,M&M's巧克力旋风,
GBA#1624,M&M's - Break' Em (USA) (Rev 1),M&M方块 （美版） （修正版 1）,M&M方块,
GBA#1625,Madagascar (Europe),马达加斯加 （欧版）,马达加斯加,
GBA#1626,"Madagascar (Europe) (Fr,De,Pt)","马达加斯加 （欧版） (Fr,De,Pt)",马达加斯加,
GBA#1627,Madagascar (Italy),马达加斯加 （意大利版）,马达加斯加,
GBA#1628,Madagascar (Japan),马达加斯加 （日版）,马达加斯加,
GBA#1629,Madagascar (Netherlands),马达加斯加 （荷兰版）,马达加斯加,
GBA#1630,Madagascar (Spain),马达加斯加 （西班牙版）,马达加斯加,
GBA#1631,Madagascar (USA),马达加斯加 （美版）,马达加斯加,
GBA#1632,Madagascar - Operacion Pinguino (Spain),马达加斯加 （西班牙版）,马达加斯加,
GBA#1633,Madagascar - Operation Penguin (Europe),马达加斯加 （欧版）,马达加斯加,
GBA#1634,"Madagascar - Operation Penguin (Europe) (Fr,De)","马达加斯加 （欧版） (Fr,De)",马达加斯加,
GBA#1635,"Madagascar - Operation Penguin (Europe) (It,Nl)","马达加斯加 （欧版） (It,Nl)",马达加斯加,
GBA#1636,Madagascar - Operation Penguin (USA),马达加斯加 （美版）,马达加斯加,
GBA#1637,Madden NFL 06 (USA),NFL橄榄球2006 （美版）,NFL橄榄球2006,
GBA#1638,Madden NFL 07 (USA),疯狂橄榄球2007 （美版）,疯狂橄榄球2007,
GBA#1639,Madden NFL 2002 (USA),马顿橄榄球2002 （美版）,马顿橄榄球2002,
GBA#1640,Madden NFL 2003 (USA),NFL橄榄球2003 （美版）,NFL橄榄球2003,
GBA#1641,Madden NFL 2004 (USA),美式橄榄球2004 （美版）,美式橄榄球2004,
GBA#1642,Madden NFL 2005 (USA),NFL橄榄球2005 （美版）,NFL橄榄球2005,
GBA#1643,Made in Wario (Japan),瓦里奥制造 （日版）,瓦里奥制造,
GBA#1644,"Made in Wario (Japan) (Demo) (Kiosk, GameCube)","瓦里奥制造 （日版） （演示版） (Kiosk, GameCube)",瓦里奥制造,
GBA#1645,Made in Wario (Japan) (Wii U Virtual Console),瓦里奥制造 （日版） (Wii U Virtual Console),瓦里奥制造,
GBA#1646,MAER Heaven - Knockin' on Heaven's Door (Japan),敲击天堂之门 （日版）,敲击天堂之门,
GBA#1647,Magi Nation (Japan),指轮传奇 （日版）,指轮传奇,
GBA#1648,Magical Houshin (Japan),魔法封神 （日版）,魔法封神,
GBA#1649,"Magical Quest 2 Starring Mickey & Minnie (Europe) (En,Fr,De)","迪斯尼的米奇老鼠2 （欧版） (En,Fr,De)",迪斯尼的米奇老鼠2,
GBA#1650,"Magical Quest 2 Starring Mickey & Minnie (USA) (En,Fr,De)","迪斯尼的米奇老鼠2 （美版） (En,Fr,De)",迪斯尼的米奇老鼠2,
GBA#1651,"Magical Quest 3 Starring Mickey & Donald (Europe) (En,Fr,De)","迪斯尼米老鼠&唐老鸭3 （欧版） (En,Fr,De)",迪斯尼米老鼠&唐老鸭3,
GBA#1652,"Magical Quest 3 Starring Mickey & Donald (USA) (En,Fr,De)","迪斯尼米老鼠&唐老鸭3 （美版） (En,Fr,De)",迪斯尼米老鼠&唐老鸭3,
GBA#1653,"Magical Quest Starring Mickey & Minnie (Europe) (En,Fr,De,Es,It)","迪斯尼的米奇老鼠 （欧版） (En,Fr,De,Es,It)",迪斯尼的米奇老鼠,
GBA#1654,Magical Quest Starring Mickey & Minnie (USA),迪斯尼的米奇老鼠 （美版）,迪斯尼的米奇老鼠,
GBA#1655,Magical Vacation (Japan),魔法假期 （日版）,魔法假期,
GBA#1656,Mahjong Keiji (Japan),麻雀刑事 （日版）,麻雀刑事,
GBA#1657,Mahou no Pumpkin - Ann to Greg no Daibouken (Japan),魔法南瓜头 （日版）,魔法南瓜头,
GBA#1658,Mahou Sensei Negima! - Private Lesson - Damedesuu Toshokan-jima (Japan),魔法先生-图书馆岛 （日版）,魔法先生-图书馆岛,
GBA#1659,Mahou Sensei Negima! - Private Lesson 2 - Ojamashimasuu Parasite de Chuu (Japan),魔法老师涅吉!-私人授课2 （日版）,魔法老师涅吉!-私人授课2,
GBA#1660,Mail de Cute (Japan),可爱的邮递员 （日版）,可爱的邮递员,
GBA#1661,Majesco's Sports Pack (Europe),Majesco运动3合1 （欧版）,Majesco运动3合1,
GBA#1662,Majesco's Sports Pack (USA),Majesco运动3合1 （美版）,Majesco运动3合1,
GBA#1663,Majokko Cream-chan no Gokko Series 1 - Wannyan Idol Gakuen (Japan),汪仔偶像学园 （日版）,汪仔偶像学园,
GBA#1664,Majokko Cream-chan no Gokko Series 2 - Kisekae Angel (Japan),换装天使 （日版）,换装天使,
GBA#1665,Maliou Kadingche - Chaoji Saidao (China) (Proto),马里奥卡丁车 超级赛道 （中国版） （工程版）,马里奥卡丁车 超级赛道,
GBA#1666,Maliou Yu Luyiji RPG (China) (Proto),马里奥与路奇RPG （中国版） （工程版）,马里奥与路奇RPG,
GBA#1667,Mandrake the Magician (Italy) (Proto),魔术师曼德 （意大利版） （工程版）,魔术师曼德,
GBA#1668,Manga-ka Debut Monogatari (Japan),漫画家物语 （日版）,漫画家物语,
GBA#1669,Manga-ka Debut Monogatari (Japan) (Rev 1),漫画家物语 （日版） （修正版 1）,漫画家物语,
GBA#1670,"Maniac Racers Advance (Europe) (En,Fr,De,Es,It)","疯狂越野摩托车 （欧版） (En,Fr,De,Es,It)",疯狂越野摩托车,
GBA#1671,"Manic Miner (Europe) (En,Fr,De,Es,It)","疯狂矿工 （欧版） (En,Fr,De,Es,It)",疯狂矿工,
GBA#1672,"March of the Penguins (Europe) (En,Fr,De,Es,It)","帝企鹅日记 （欧版） (En,Fr,De,Es,It)",帝企鹅日记,
GBA#1673,March of the Penguins (USA),帝企鹅日记 （美版）,帝企鹅日记,
GBA#1674,"Marie, Elie & Anis no Atelier - Soyokaze kara no Dengon (Japan)",炼金术士玛丽艾莉&安丝的工作室-风之传言 （日版）,炼金术士玛丽艾莉&安丝的工作室-风之传言,
GBA#1675,"Mario & Luigi - Superstar Saga (Europe) (En,Fr,De,Es,It)","马里奥与路易RPG （欧版） (En,Fr,De,Es,It)",马里奥与路易RPG,
GBA#1676,"Mario & Luigi - Superstar Saga (Europe) (En,Fr,De,Es,It) (Wii U Virtual Console)","马里奥与路易RPG （欧版） (En,Fr,De,Es,It) (Wii U Virtual Console)",马里奥与路易RPG,
GBA#1677,Mario & Luigi - Superstar Saga (USA),马里奥与路易RPG （美版）,马里奥与路易RPG,
GBA#1678,Mario & Luigi - Superstar Saga (USA) (Demo) (Kiosk),马里奥与路易RPG （美版） （演示版） （商店演示版）,马里奥与路易RPG,
GBA#1679,Mario & Luigi - Superstar Saga (USA) (Wii U Virtual Console),马里奥与路易RPG （美版） (Wii U Virtual Console),马里奥与路易RPG,
GBA#1680,Mario & Luigi RPG (Japan),马里奥与路易RPG （日版）,马里奥与路易RPG,
GBA#1681,Mario Golf - Advance Tour (Australia),马里奥高尔夫巡回赛 （澳洲版）,马里奥高尔夫巡回赛,
GBA#1682,Mario Golf - Advance Tour (Europe),马里奥高尔夫巡回赛 （欧版）,马里奥高尔夫巡回赛,
GBA#1683,Mario Golf - Advance Tour (Europe) (Wii U Virtual Console),马里奥高尔夫巡回赛 （欧版） (Wii U Virtual Console),马里奥高尔夫巡回赛,
GBA#1684,Mario Golf - Advance Tour (France),马里奥高尔夫巡回赛 （法国版）,马里奥高尔夫巡回赛,
GBA#1685,Mario Golf - Advance Tour (Germany),马里奥高尔夫巡回赛 （德国版）,马里奥高尔夫巡回赛,
GBA#1686,Mario Golf - Advance Tour (Italy),马里奥高尔夫巡回赛 （意大利版）,马里奥高尔夫巡回赛,
GBA#1687,Mario Golf - Advance Tour (Spain),马里奥高尔夫巡回赛 （西班牙版）,马里奥高尔夫巡回赛,
GBA#1688,Mario Golf - Advance Tour (USA),马里奥高尔夫巡回赛 （美版）,马里奥高尔夫巡回赛,
GBA#1689,Mario Golf - GBA Tour (Japan),马里奥高尔夫巡回赛 （日版）,马里奥高尔夫巡回赛,
GBA#1690,Mario Kart - Double Dash!! (USA) (Fire Emblem GBA - Bonus Items),马力欧卡丁车 双重冲击 （美版） (Fire Emblem GBA - Bonus Items),马力欧卡丁车 双重冲击,
GBA#1691,Mario Kart - Super Circuit (Europe),马里奥赛车超级巡回赛 （欧版）,马里奥赛车超级巡回赛,
GBA#1692,Mario Kart - Super Circuit (Europe) (Wii U Virtual Console),马里奥赛车超级巡回赛 （欧版） (Wii U Virtual Console),马里奥赛车超级巡回赛,
GBA#1693,Mario Kart - Super Circuit (USA),马里奥赛车超级巡回赛 （美版）,马里奥赛车超级巡回赛,
GBA#1694,Mario Kart - Super Circuit (USA) (Wii U Virtual Console),马里奥赛车超级巡回赛 （美版） (Wii U Virtual Console),马里奥赛车超级巡回赛,
GBA#1695,Mario Kart Advance (Japan),马里奥赛车A超级巡回赛 （日版）,马里奥赛车A超级巡回赛,
GBA#1696,Mario Kart Advance (Japan) (3DS Virtual Console),马里奥赛车A超级巡回赛 （日版） (3DS Virtual Console),马里奥赛车A超级巡回赛,
GBA#1697,Mario Kart Advance (Japan) (Wii U Virtual Console),马里奥赛车A超级巡回赛 （日版） (Wii U Virtual Console),马里奥赛车A超级巡回赛,
GBA#1698,"Mario Party Advance (Europe) (En,Fr,De,Es,It)","马里奥聚会 （欧版） (En,Fr,De,Es,It)",马里奥聚会,
GBA#1699,Mario Party Advance (Japan),马里奥聚会 （日版）,马里奥聚会,
GBA#1700,Mario Party Advance (Japan) (Wii U Virtual Console),马里奥聚会 （日版） (Wii U Virtual Console),马里奥聚会,
GBA#1701,Mario Party Advance (USA),马里奥聚会 （美版）,马里奥聚会,
GBA#1702,Mario Party Advance (USA) (Wii U Virtual Console),马里奥聚会 （美版） (Wii U Virtual Console),马里奥聚会,
GBA#1703,"Mario Pinball Land (USA) (Kiosk, GameCube)","马里奥弹珠台 （美版） (Kiosk, GameCube)",马里奥弹珠台,
GBA#1704,"Mario Pinball Land (USA, Australia)",马里奥弹珠台 （美版 澳洲版）,马里奥弹珠台,
GBA#1705,"Mario Power Tennis (Europe) (En,Fr,De,Es,It)","马里奥网球 （欧版） (En,Fr,De,Es,It)",马里奥网球,
GBA#1706,"Mario Tennis - Power Tour (USA) (En,Fr,De,Es,It) (Wii U Virtual Console)","马里奥网球 （美版） (En,Fr,De,Es,It) (Wii U Virtual Console)",马里奥网球,
GBA#1707,"Mario Tennis - Power Tour (USA, Australia) (En,Fr,De,Es,It)","马里奥网球 （美版 澳洲版） (En,Fr,De,Es,It)",马里奥网球,
GBA#1708,Mario Tennis Advance (Japan),马里奥网球A （日版）,马里奥网球A,
GBA#1709,"Mario vs. Donkey Kong (Europe) (En,Fr,De,Es,It)","马里奥VS大金刚 （欧版） (En,Fr,De,Es,It)",马里奥VS大金刚,
GBA#1710,Mario vs. Donkey Kong (Japan),马里奥VS大金刚 （日版）,马里奥VS大金刚,
GBA#1711,"Mario vs. Donkey Kong (USA) (Demo) (Kiosk, GameCube)","马里奥VS大金刚 （美版） （演示版） (Kiosk, GameCube)",马里奥VS大金刚,
GBA#1712,"Mario vs. Donkey Kong (USA, Australia)",马里奥VS大金刚 （美版 澳洲版）,马里奥VS大金刚,
GBA#1713,"Marvel - Ultimate Alliance (Europe) (En,It)","漫画英雄终极联盟 （欧版） (En,It)",漫画英雄终极联盟,
GBA#1714,Marvel - Ultimate Alliance (USA),漫画英雄终极联盟 （美版）,漫画英雄终极联盟,
GBA#1715,"Mary-Kate and Ashley - Girls Night Out (USA, Europe)",玛莉·凯特和艾希莉-外出的夜晚 （美版 欧版）,玛莉·凯特和艾希莉-外出的夜晚,
GBA#1716,"Mary-Kate and Ashley - Sweet 16 - Licensed to Drive (USA, Europe)",玛丽·凯特和艾希莉-甜蜜车16 （美版 欧版）,玛丽·凯特和艾希莉-甜蜜车16,
GBA#1717,Masters of the Universe - He-Man - Power of Grayskull (USA),宇宙人希曼-灰色头骨的力量 （美版）,宇宙人希曼-灰色头骨的力量,
GBA#1718,"Mat Hoffman's Pro BMX (Europe) (Fr,De)","马特·霍夫曼-自行车越野赛 （欧版） (Fr,De)",马特·霍夫曼-自行车越野赛,
GBA#1719,"Mat Hoffman's Pro BMX (USA, Europe)",马特·霍夫曼-自行车越野赛 （美版 欧版）,马特·霍夫曼-自行车越野赛,
GBA#1720,"Mat Hoffman's Pro BMX 2 (USA, Europe)",马特·霍夫曼的自行车越野赛2 （美版 欧版）,马特·霍夫曼的自行车越野赛2,
GBA#1721,Matantei Loki Ragnarok - Gensou no Labyrinth (Japan),魔法侦探传奇-幻想之魔境 （日版）,魔法侦探传奇-幻想之魔境,
GBA#1722,Matantei Loki Ragnarok - Gensou no Labyrinth (Japan) (Rev 1),魔法侦探传奇-幻想之魔境 （日版） （修正版 1）,魔法侦探传奇-幻想之魔境,
GBA#1723,Matchbox Cross Town Heroes (Europe),城市救火英雄车 （欧版）,城市救火英雄车,
GBA#1724,Matchbox Cross Town Heroes (USA),城市救火英雄车 （美版）,城市救火英雄车,
GBA#1725,Math Patrol - The Kleptoid Threat (USA),算术侦察飞机队 （美版）,算术侦察飞机队,
GBA#1726,Mawaru - Made in Wario (Japan),旋转瓦里奥 （日版）,旋转瓦里奥,
GBA#1727,Max Payne (USA),英雄本色-马克思·佩恩 （美版）,英雄本色-马克思·佩恩,
GBA#1728,"Max Payne Advance (Europe) (En,Fr,De)","英雄本色-马克思·佩恩 （欧版） (En,Fr,De)",英雄本色-马克思·佩恩,
GBA#1729,"Maya the Bee - Sweet Gold (Europe) (En,Fr,De,Es,It)","小蜜蜂玛雅-甜美的黄金 （欧版） (En,Fr,De,Es,It)",小蜜蜂玛雅-甜美的黄金,
